id,x1,y1,x2,y2,score
0,894,330,940,362,1
0,895,337,938,370,1
1,582,206,703,270,1
1,618,368,653,386,1
1,450,367,471,386,1
1,442,362,463,379,1
1,495,385,520,401,1
2,29,255,45,288,1
2,451,322,487,350,1
2,122,86,145,135,1
2,534,347,559,365,1
2,539,344,569,361,1
2,1002,300,1022,329,1
2,1051,308,1075,330,1
2,11,308,37,338,1
3,1201,237,1252,332,1
3,683,360,722,378,1
3,674,361,712,380,1
3,150,488,174,515,1
3,808,396,844,418,1
3,78,473,101,514,1
3,343,453,359,474,1
3,340,459,356,482,1
3,642,363,664,382,1
3,1195,88,1221,144,1
4,1040,284,1061,325,1
4,1227,183,1270,272,1
4,1041,282,1062,320,1
4,1151,352,1174,384,1
4,432,422,465,439,1
4,433,429,464,446,1
4,1101,261,1124,301,1
4,1147,260,1182,295,1
4,1152,361,1177,390,1
4,627,470,645,487,1
4,1097,269,1117,308,1
4,251,450,266,475,1
4,253,468,268,490,1
4,456,466,484,483,1
4,315,406,339,432,1
4,1254,260,1278,324,1
4,437,460,463,477,1
5,591,395,645,421,1
5,491,436,511,464,1
5,414,407,438,426,1
5,405,398,436,416,1
6,71,417,87,436,1
6,70,427,89,447,1
6,1043,345,1073,369,1
6,1175,361,1203,402,1
6,1005,342,1031,371,1
6,704,470,727,492,1
6,748,460,765,480,1
6,1161,308,1192,357,1
6,1217,363,1239,386,1
6,64,421,80,441,1
7,599,390,649,418,1
7,446,417,469,445,1
7,444,413,470,437,1
7,482,435,510,466,1
7,458,424,475,447,1
8,1077,213,1097,259,1
8,1122,221,1192,264,1
8,976,246,1000,292,1
8,168,392,203,410,1
8,1082,220,1101,264,1
8,1202,321,1240,361,1
8,377,468,394,487,1
8,1167,339,1210,378,1
8,1167,344,1202,374,1
8,424,431,441,465,1
8,420,421,448,465,1
8,1003,422,1022,442,1
8,1000,417,1025,438,1
8,1006,431,1021,448,1
8,419,449,444,477,1
8,1167,340,1203,371,1
9,164,224,212,262,1
9,737,344,771,367,1
9,534,277,552,312,1
9,106,343,125,366,1
9,737,331,758,352,1
9,108,340,129,364,1
9,929,312,954,332,1
9,917,303,939,325,1
9,910,291,938,313,1
9,939,318,969,336,1
9,938,326,968,342,1
9,534,274,560,321,1
9,539,282,565,315,1
9,544,337,566,367,1
10,638,337,679,363,1
10,508,341,542,359,1
10,510,343,545,366,1
10,1077,214,1108,274,1
10,811,433,835,460,1
10,659,345,684,369,1
10,730,370,752,390,1
11,561,352,598,371,1
11,537,329,563,346,1
11,524,326,552,345,1
11,587,334,620,352,1
12,59,285,82,329,1
12,497,340,522,362,1
12,97,280,116,312,1
12,93,277,120,317,1
12,1008,319,1037,338,1
12,774,349,801,371,1
12,973,367,994,391,1
12,53,285,79,327,1
13,655,244,741,293,1
13,943,276,986,357,1
13,418,321,452,339,1
13,362,310,396,330,1
13,866,350,883,367,1
14,556,370,583,390,1
14,1064,227,1095,282,1
14,455,329,482,348,1
14,1068,224,1084,254,1
14,444,325,474,344,1
14,1070,234,1103,294,1
14,520,341,552,359,1
15,894,399,927,435,1
15,1082,371,1108,406,1
15,1078,367,1111,402,1
15,654,470,677,489,1
16,82,88,181,212,1
16,859,426,881,452,1
16,1151,337,1183,360,1
16,1152,342,1180,364,1
16,855,416,882,439,1
16,1085,384,1113,411,1
16,1077,388,1101,422,1
16,1088,393,1110,433,1
17,630,474,647,492,1
17,329,424,353,453,1
17,321,422,342,452,1
17,445,465,465,482,1
17,442,454,471,474,1
18,807,431,829,449,1
18,809,430,837,448,1
18,414,452,432,474,1
18,845,432,863,458,1
18,813,423,841,441,1
18,413,460,435,483,1
18,14,372,39,391,1
19,1115,90,1233,318,1
19,598,451,627,471,1
19,578,455,604,471,1
20,457,296,477,336,1
20,601,337,650,365,1
20,292,428,326,462,1
20,1134,346,1154,381,1
20,558,307,579,351,1
20,555,311,573,350,1
20,527,470,548,489,1
20,1136,365,1153,402,1
20,1134,376,1151,412,1
21,1156,346,1173,377,1
21,984,403,1006,440,1
21,992,406,1014,442,1
21,433,435,454,456,1
21,337,377,381,397,1
22,313,321,396,386,1
22,330,389,383,432,1
23,587,369,673,418,1
23,398,376,461,420,1
23,470,375,526,417,1
23,481,383,540,418,1
23,716,477,731,494,1
24,1124,250,1188,288,1
24,1048,250,1076,299,1
24,180,393,215,412,1
24,381,464,398,481,1
24,177,403,211,419,1
24,384,462,405,479,1
24,388,470,405,486,1
25,440,378,457,408,1
25,341,456,358,474,1
25,343,461,362,481,1
25,615,466,645,490,1
25,529,399,570,421,1
25,528,393,559,416,1
25,439,371,462,400,1
25,867,420,886,451,1
25,503,389,531,420,1
25,500,381,523,412,1
25,616,450,648,471,1
25,868,422,885,453,1
25,600,473,627,495,1
25,259,470,279,487,1
26,346,38,551,137,1
26,1042,285,1109,349,1
26,605,483,621,502,1
27,588,405,639,432,1
27,558,409,612,436,1
27,565,426,610,448,1
27,595,400,632,418,1
28,618,430,658,448,1
28,491,252,518,305,1
28,808,362,842,424,1
28,574,420,600,439,1
28,575,429,603,449,1
28,903,407,922,443,1
28,620,426,655,442,1
28,284,449,300,475,1
28,879,372,902,394,1
28,899,404,919,443,1
28,903,395,920,425,1
30,626,289,706,323,1
30,798,369,841,415,1
30,1151,191,1204,293,1
30,1155,261,1205,346,1
31,1113,89,1231,320,1
31,599,455,628,473,1
31,578,455,605,471,1
31,231,342,257,386,1
31,556,455,581,471,1
32,946,9,1001,79,1
32,110,321,148,348,1
33,1002,363,1045,403,1
33,953,381,989,415,1
33,611,458,645,475,1
33,1127,389,1146,429,1
33,1130,421,1150,447,1
34,641,295,763,360,1
34,875,400,913,441,1
34,875,363,909,406,1
34,873,356,908,394,1
35,613,401,666,427,1
35,613,392,670,421,1
35,374,264,407,345,1
35,368,261,411,370,1
35,392,320,419,382,1
35,1084,284,1111,340,1
35,713,452,740,476,1
35,725,461,742,483,1
35,383,323,418,400,1
35,1077,288,1099,348,1
36,173,0,412,105,1
36,618,2,797,74,1
36,22,74,149,173,1
36,738,1,974,96,1
36,438,471,456,495,1
37,613,392,671,424,1
37,375,267,405,334,1
37,379,464,396,494,1
37,1078,284,1100,345,1
37,391,324,419,378,1
37,710,460,730,483,1
37,712,453,740,476,1
37,1082,328,1107,375,1
38,570,405,618,434,1
38,425,374,451,423,1
38,432,387,452,428,1
38,436,408,454,444,1
38,122,386,144,417,1
38,434,375,449,399,1
39,563,428,606,452,1
39,568,424,601,443,1
39,477,437,505,462,1
39,479,443,501,469,1
39,283,436,311,466,1
40,611,401,670,427,1
40,373,265,406,349,1
40,615,390,670,420,1
40,1084,281,1111,337,1
40,391,320,419,375,1
41,369,264,411,337,1
41,611,398,669,427,1
41,616,390,671,420,1
41,371,315,402,360,1
41,714,452,740,473,1
41,394,322,419,371,1
41,1086,279,1114,340,1
42,645,284,772,351,1
42,897,397,935,441,1
42,894,350,930,393,1
43,587,400,643,434,1
43,412,345,436,396,1
43,415,383,441,434,1
43,407,371,438,432,1
43,55,357,85,411,1
43,62,354,79,397,1
44,702,293,727,319,1
44,347,323,384,360,1
44,556,288,586,313,1
44,555,289,576,316,1
44,492,371,526,389,1
44,593,298,635,317,1
44,606,387,622,404,1
44,607,375,633,397,1
44,559,305,591,325,1
44,593,305,639,325,1
44,352,342,381,369,1
44,636,358,657,384,1
44,563,292,635,319,1
44,615,373,639,396,1
45,269,280,308,332,1
45,217,290,272,329,1
45,849,309,865,331,1
46,603,394,657,429,1
46,391,309,429,372,1
46,606,398,654,434,1
46,398,354,430,415,1
46,1013,356,1041,395,1
46,414,362,436,409,1
46,1007,312,1036,365,1
47,523,216,604,247,1
47,220,268,270,314,1
47,134,289,176,315,1
47,179,265,196,297,1
47,331,263,348,288,1
47,284,256,326,318,1
47,284,263,327,290,1
47,485,250,531,275,1
48,583,362,635,384,1
48,585,354,635,376,1
48,634,354,684,375,1
49,633,356,682,377,1
49,579,366,632,388,1
49,582,354,629,376,1
49,135,333,159,355,1
50,638,354,685,375,1
50,630,358,679,378,1
50,585,364,632,385,1
50,585,354,631,376,1
50,608,355,684,379,1
50,135,333,158,354,1
51,584,354,632,376,1
51,585,362,634,383,1
51,633,356,681,377,1
52,623,393,650,424,1
52,921,431,937,461,1
52,252,429,275,465,1
52,927,408,949,444,1
52,922,420,938,457,1
53,493,299,594,338,1
53,416,277,436,320,1
53,284,280,308,333,1
53,330,466,358,487,1
53,490,464,525,485,1
53,487,460,524,481,1
53,288,463,317,481,1
53,288,467,317,486,1
53,172,449,194,477,1
53,290,280,310,325,1
53,540,461,570,482,1
53,546,457,570,479,1
53,169,452,191,481,1
53,168,464,198,489,1
53,1240,332,1267,380,1
53,730,436,753,464,1
53,526,458,556,479,1
54,1015,64,1158,160,1
54,64,300,119,329,1
54,1091,120,1152,239,1
54,64,302,120,332,1
54,290,313,327,372,1
54,433,430,453,457,1
54,306,388,334,433,1
54,348,399,367,423,1
54,142,367,160,402,1
55,642,431,670,447,1
