id,x1,y1,x2,y2,score
0,889,335,934,361,1
0,905,321,949,355,1
0,462,261,488,297,1
0,809,375,830,397,1
1,581,203,708,271,1
1,488,384,505,400,1
1,621,366,650,385,1
1,450,360,472,379,1
1,451,371,472,391,1
1,642,379,663,397,1
1,642,367,663,384,1
1,496,395,515,413,1
2,456,319,488,353,1
2,119,89,145,147,1
2,1147,331,1183,354,1
2,1143,319,1183,339,1
2,606,374,622,392,1
2,854,273,870,298,1
2,1048,314,1077,332,1
2,1004,300,1022,327,1
2,1260,368,1279,400,1
2,789,342,804,369,1
2,1043,299,1068,321,1
2,215,311,232,336,1
2,491,334,514,352,1
2,539,340,578,355,1
2,542,349,566,363,1
2,11,301,31,336,1
2,864,274,879,312,1
2,16,257,35,297,1
2,504,340,528,356,1
2,27,303,48,334,1
2,1156,360,1173,392,1
3,546,466,563,483,1
3,150,482,172,510,1
3,1199,229,1246,340,1
3,681,357,714,373,1
3,637,357,668,379,1
3,821,399,847,415,1
3,175,444,194,475,1
3,935,409,957,431,1
3,950,406,974,430,1
3,192,441,211,484,1
3,137,481,160,508,1
4,434,421,462,438,1
4,1226,188,1266,268,1
4,1148,259,1183,291,1
4,319,410,337,431,1
4,666,434,684,463,1
4,628,471,644,487,1
4,1038,290,1055,324,1
4,1046,284,1067,329,1
4,1101,265,1124,311,1
4,1116,271,1135,311,1
4,1147,359,1170,390,1
4,439,473,457,492,1
4,433,466,452,484,1
4,466,461,485,476,1
4,450,422,479,437,1
4,255,439,270,461,1
4,241,442,257,475,1
5,587,393,644,422,1
5,483,431,510,485,1
5,411,396,436,418,1
5,401,395,424,413,1
6,1160,312,1181,349,1
6,1042,351,1074,375,1
6,1170,311,1197,354,1
6,707,478,723,500,1
6,1236,366,1258,390,1
6,1049,341,1076,363,1
6,1172,359,1199,403,1
6,956,440,974,461,1
6,969,441,988,459,1
6,72,431,90,447,1
7,594,389,655,421,1
7,490,435,514,483,1
7,397,394,426,412,1
7,441,411,465,435,1
7,454,419,473,441,1
7,501,437,519,464,1
8,1123,221,1184,266,1
8,1086,214,1114,260,1
8,1170,342,1212,378,1
8,170,389,201,407,1
8,979,240,1003,285,1
8,988,256,1010,296,1
8,1074,229,1095,272,1
8,422,430,437,455,1
8,999,422,1016,440,1
8,195,442,215,462,1
8,381,464,399,480,1
8,376,472,394,489,1
8,431,426,454,454,1
8,215,448,235,467,1
8,1205,318,1240,363,1
8,233,455,251,474,1
9,168,235,220,274,1
9,157,219,200,259,1
9,725,352,773,374,1
9,913,305,929,335,1
9,126,178,146,220,1
9,541,275,559,318,1
9,933,303,965,326,1
9,946,313,969,333,1
9,528,268,544,307,1
9,104,340,119,364,1
10,634,335,686,362,1
10,871,356,891,380,1
10,802,431,832,482,1
10,516,354,547,375,1
11,417,330,452,352,1
11,560,350,586,368,1
11,490,369,507,389,1
11,523,328,540,348,1
11,501,369,521,387,1
11,569,345,602,361,1
11,570,354,603,373,1
11,537,335,556,356,1
11,542,321,562,339,1
11,496,360,512,377,1
12,974,305,990,331,1
12,498,354,523,374,1
12,497,342,522,362,1
12,60,292,77,335,1
12,69,285,89,326,1
12,258,302,276,331,1
12,221,159,242,208,1
12,86,323,102,350,1
12,996,313,1028,334,1
12,550,345,578,363,1
12,93,278,113,314,1
12,489,351,509,369,1
12,779,347,796,372,1
12,1037,342,1060,362,1
13,652,239,754,297,1
13,940,264,989,362,1
13,409,317,442,336,1
13,359,317,387,337,1
13,660,362,676,382,1
14,1108,222,1150,249,1
14,747,341,763,363,1
14,1070,219,1091,262,1
14,1022,241,1046,277,1
14,1076,255,1102,305,1
14,524,338,554,353,1
14,503,325,521,341,1
14,488,334,505,355,1
14,499,337,516,356,1
14,561,363,587,379,1
14,525,325,545,343,1
14,540,323,561,342,1
14,738,345,754,368,1
15,889,399,927,445,1
15,1093,368,1115,410,1
15,1076,365,1104,406,1
15,798,441,818,466,1
15,806,454,827,479,1
15,343,419,375,446,1
15,337,432,383,458,1
15,1131,433,1151,468,1
15,1120,430,1139,462,1
15,653,464,669,487,1
15,648,479,667,497,1
15,661,474,677,492,1
15,1027,369,1055,418,1
15,628,491,645,510,1
15,907,509,928,565,1
16,82,78,193,221,1
16,1155,346,1185,369,1
16,400,435,416,452,1
16,1095,395,1111,428,1
16,675,432,694,463,1
16,682,449,700,477,1
16,671,451,689,476,1
16,853,429,874,455,1
16,867,436,885,455,1
16,1086,399,1103,434,1
17,330,427,356,457,1
17,319,435,343,459,1
17,458,461,478,482,1
17,444,465,461,484,1
17,625,463,643,484,1
17,130,462,147,481,1
17,630,483,646,502,1
17,638,475,654,493,1
18,686,470,704,487,1
18,414,456,434,483,1
18,405,446,428,473,1
18,834,415,850,446,1
18,844,415,861,445,1
18,809,430,826,446,1
18,157,413,178,444,1
18,849,436,868,465,1
18,536,433,555,455,1
18,694,463,715,480,1
18,546,437,563,459,1
18,825,425,840,452,1
18,812,440,829,457,1
18,839,427,856,457,1
19,1131,103,1228,320,1
19,163,360,215,383,1
19,955,158,970,187,1
