id,x1,y1,x2,y2,score
0,890,334,948,371,1
1,578,202,709,269,1
1,616,359,647,378,1
2,792,338,808,364,1
2,460,323,486,344,1
2,998,300,1016,333,1
2,21,271,48,306,1
2,118,79,144,142,1
2,783,342,798,367,1
2,1054,298,1075,327,1
2,1036,306,1058,327,1
2,1042,314,1068,332,1
2,1152,313,1186,337,1
3,1207,235,1254,339,1
3,74,470,99,507,1
3,663,360,697,379,1
4,318,407,338,438,1
4,1228,184,1266,259,1
4,624,463,641,483,1
4,1044,290,1067,325,1
4,1149,354,1178,386,1
4,1113,274,1133,303,1
4,1140,364,1161,392,1
4,361,413,377,442,1
4,433,421,475,441,1
5,593,396,635,426,1
5,493,430,515,466,1
6,1172,314,1195,355,1
6,1035,345,1058,364,1
6,1040,351,1075,375,1
6,700,468,719,493,1
6,693,474,709,493,1
7,588,385,657,421,1
7,483,423,505,463,1
8,1110,215,1192,267,1
8,1084,218,1111,274,1
8,978,255,1003,304,1
8,1183,323,1245,371,1
8,379,464,398,487,1
8,170,385,206,411,1
8,173,399,196,419,1
8,213,458,233,474,1
8,209,445,233,462,1
9,740,351,770,375,1
9,169,224,219,271,1
9,726,344,754,364,1
10,638,336,681,365,1
10,514,345,544,362,1
10,520,354,546,378,1
12,996,318,1020,338,1
12,551,339,578,355,1
13,649,249,733,288,1
13,940,271,992,352,1
13,407,313,458,340,1
13,537,362,556,380,1
14,519,338,554,355,1
14,1055,232,1079,271,1
15,1031,360,1055,402,1
15,1081,376,1107,409,1
16,96,97,173,216,1
17,628,467,645,487,1
18,695,481,714,498,1
18,402,453,423,472,1
18,416,454,440,476,1
18,412,444,430,466,1
19,566,461,587,478,1
19,565,440,583,457,1
20,459,286,481,339,1
20,295,429,323,458,1
20,591,335,646,377,1
21,991,408,1012,435,1
21,973,408,998,433,1
22,339,394,377,440,1
22,52,437,88,485,1
22,337,443,359,471,1
23,591,376,674,411,1
23,396,381,450,426,1
23,467,376,533,419,1
24,1124,250,1186,281,1
24,1039,248,1061,301,1
24,1052,252,1075,296,1
24,182,401,217,418,1
24,145,361,165,384,1
24,395,418,416,441,1
24,385,414,401,436,1
24,392,401,408,425,1
24,143,378,174,402,1
25,871,419,891,450,1
26,340,49,497,131,1
26,1037,286,1118,353,1
26,428,41,570,123,1
27,561,401,595,433,1
27,594,414,647,436,1
28,803,376,841,424,1
30,789,376,830,413,1
30,627,290,709,320,1
30,1161,203,1196,265,1
31,575,461,595,479,1
31,1160,182,1235,305,1
33,952,384,989,413,1
33,996,361,1045,400,1
33,482,461,500,481,1
33,560,442,589,459,1
34,644,297,767,359,1
34,876,413,908,442,1
34,872,351,917,412,1
35,619,392,667,421,1
35,378,266,409,335,1
36,161,0,410,121,1
36,19,67,152,175,1
36,799,0,962,114,1
36,641,15,745,93,1
37,620,391,677,424,1
37,377,266,408,333,1
37,715,451,738,475,1
37,724,443,746,465,1
38,431,371,455,435,1
38,570,407,612,436,1
39,482,440,501,467,1
39,564,421,587,441,1
40,608,390,669,428,1
40,379,274,413,350,1
40,382,378,413,418,1
41,375,268,411,343,1
41,616,393,668,424,1
41,214,561,321,676,1
41,713,441,738,473,1
41,718,456,747,480,1
42,640,288,785,340,1
42,891,354,925,389,1
42,899,398,928,437,1
43,410,350,441,423,1
43,592,404,638,431,1
44,701,296,727,322,1
44,349,327,380,381,1
44,580,292,636,321,1
44,498,361,524,381,1
44,177,322,222,346,1
45,222,287,272,323,1
45,847,288,876,328,1
45,284,284,309,337,1
46,397,301,422,375,1
46,597,400,657,435,1
47,529,216,605,252,1
47,181,263,200,302,1
47,218,268,257,311,1
48,580,359,633,380,1
48,641,351,684,373,1
