id,x1,y1,x2,y2,score
1,578,205,702,270,1
2,30,256,45,289,1
2,452,322,487,352,1
3,1201,235,1253,331,1
4,1040,284,1061,325,1
4,1226,182,1271,275,1
5,593,394,644,423,1
7,596,390,652,421,1
8,1122,222,1188,265,1
8,976,247,1000,292,1
8,166,392,201,410,1
8,1076,216,1098,262,1
9,534,272,553,311,1
10,639,334,682,358,1
13,656,246,743,294,1
13,945,276,984,358,1
15,893,399,926,435,1
15,889,402,928,444,1
16,82,86,181,210,1
17,630,472,647,490,1
18,846,428,863,455,1
19,1113,87,1235,317,1
20,457,293,477,337,1
20,601,337,648,365,1
22,313,321,393,387,1
23,585,369,674,418,1
23,397,377,460,419,1
23,471,372,529,417,1
24,1125,249,1186,289,1
24,146,372,166,403,1
24,1044,249,1074,295,1
25,439,375,456,408,1
26,341,36,550,141,1
26,1043,285,1110,348,1
28,494,251,517,309,1
28,622,432,657,449,1
28,810,367,847,424,1
29,495,433,523,450,1
30,798,370,842,415,1
30,1149,192,1203,289,1
30,624,288,705,320,1
31,1111,85,1233,319,1
32,947,12,1002,82,1
33,999,363,1044,401,1
33,954,379,989,415,1
33,952,380,993,420,1
34,642,292,765,363,1
34,876,400,912,441,1
35,613,394,670,424,1
35,369,263,407,353,1
36,176,0,413,107,1
36,21,66,147,176,1
36,729,0,966,101,1
36,615,2,813,79,1
37,372,267,409,343,1
37,612,392,671,425,1
38,571,404,616,435,1
40,613,393,671,425,1
40,371,265,408,347,1
41,370,264,410,340,1
41,613,391,671,425,1
42,646,283,774,352,1
42,897,395,934,439,1
42,893,352,932,395,1
43,589,396,642,434,1
44,349,325,383,365,1
45,266,281,308,329,1
46,390,307,427,369,1
46,602,393,657,430,1
47,525,216,601,245,1
48,585,360,637,384,1
49,583,362,633,385,1
51,584,359,634,383,1
53,495,301,594,339,1
53,331,465,356,487,1
53,416,278,436,320,1
53,285,280,308,333,1
53,284,466,312,487,1
53,286,461,316,480,1
53,487,460,525,483,1
54,1014,60,1162,158,1
54,61,298,117,329,1
54,1091,121,1155,240,1
54,293,315,328,374,1
56,90,382,118,436,1
56,106,317,133,384,1
56,110,320,141,385,1
